"num_card";"time_recept";"time_trame";"is_set_time";"time_format";"id_packet";"type_trame";"error_gps";"error_cardio";"error_imu";"num_sv";"bpm";"rr_1";"rr_2";"rr_3";"rr_4";"battery";"is_in_charge";"battery_cardio";"d_last_delta_rtc_gps";"d_offset_rtc";"hdop";"id_packet_master";"latitude_1";"latitude_2";"latitude_3";"latitude_4";"latitude_5";"latitude_6";"latitude_7";"latitude_8";"latitude_9";"latitude_10";"longitude_1";"longitude_2";"longitude_3";"longitude_4";"longitude_5";"longitude_6";"longitude_7";"longitude_8";"longitude_9";"longitude_10";"speed_1";"speed_2";"speed_3";"speed_4";"speed_5";"speed_6";"speed_7";"speed_8";"speed_9";"speed_10";"acc_x_1";"acc_y_1";"acc_z_1";"acc_x_2";"acc_y_2";"acc_z_2";"acc_x_3";"acc_y_3";"acc_z_3";"acc_x_4";"acc_y_4";"acc_z_4";"acc_x_5";"acc_y_5";"acc_z_5";"acc_x_6";"acc_y_6";"acc_z_6";"acc_x_7";"acc_y_7";"acc_z_7";"acc_x_8";"acc_y_8";"acc_z_8";"acc_x_9";"acc_y_9";"acc_z_9";"acc_x_10";"acc_y_10";"acc_z_10";"acc_x_11";"acc_y_11";"acc_z_11";"acc_x_12";"acc_y_12";"acc_z_12";"acc_x_13";"acc_y_13";"acc_z_13";"acc_x_14";"acc_y_14";"acc_z_14";"acc_x_15";"acc_y_15";"acc_z_15";"acc_x_16";"acc_y_16";"acc_z_16";"acc_x_17";"acc_y_17";"acc_z_17";"acc_x_18";"acc_y_18";"acc_z_18";"acc_x_19";"acc_y_19";"acc_z_19";"acc_x_20";"acc_y_20";"acc_z_20";"acc_x_21";"acc_y_21";"acc_z_21";"acc_x_22";"acc_y_22";"acc_z_22";"acc_x_23";"acc_y_23";"acc_z_23";"acc_x_24";"acc_y_24";"acc_z_24";"acc_x_25";"acc_y_25";"acc_z_25";"acc_x_26";"acc_y_26";"acc_z_26";"acc_x_27";"acc_y_27";"acc_z_27";"acc_x_28";"acc_y_28";"acc_z_28";"acc_x_29";"acc_y_29";"acc_z_29";"acc_x_30";"acc_y_30";"acc_z_30";"acc_x_31";"acc_y_31";"acc_z_31";"acc_x_32";"acc_y_32";"acc_z_32";"acc_x_33";"acc_y_33";"acc_z_33";"acc_x_34";"acc_y_34";"acc_z_34";"acc_x_35";"acc_y_35";"acc_z_35";"acc_x_36";"acc_y_36";"acc_z_36";"acc_x_37";"acc_y_37";"acc_z_37";"acc_x_38";"acc_y_38";"acc_z_38";"acc_x_39";"acc_y_39";"acc_z_39";"acc_x_40";"acc_y_40";"acc_z_40";"acc_x_41";"acc_y_41";"acc_z_41";"acc_x_42";"acc_y_42";"acc_z_42";"acc_x_43";"acc_y_43";"acc_z_43";"acc_x_44";"acc_y_44";"acc_z_44";"acc_x_45";"acc_y_45";"acc_z_45";"acc_x_46";"acc_y_46";"acc_z_46";"acc_x_47";"acc_y_47";"acc_z_47";"acc_x_48";"acc_y_48";"acc_z_48";"acc_x_49";"acc_y_49";"acc_z_49";"acc_x_50";"acc_y_50";"acc_z_50";"acc_x_51";"acc_y_51";"acc_z_51";"acc_x_52";"acc_y_52";"acc_z_52";"acc_x_53";"acc_y_53";"acc_z_53";"acc_x_54";"acc_y_54";"acc_z_54";"acc_x_55";"acc_y_55";"acc_z_55";"acc_x_56";"acc_y_56";"acc_z_56";"acc_x_57";"acc_y_57";"acc_z_57";"acc_x_58";"acc_y_58";"acc_z_58";"acc_x_59";"acc_y_59";"acc_z_59";"acc_x_60";"acc_y_60";"acc_z_60";"acc_x_61";"acc_y_61";"acc_z_61";"acc_x_62";"acc_y_62";"acc_z_62";"acc_x_63";"acc_y_63";"acc_z_63";"acc_x_64";"acc_y_64";"acc_z_64";"acc_x_65";"acc_y_65";"acc_z_65";"acc_x_66";"acc_y_66";"acc_z_66";"acc_x_67";"acc_y_67";"acc_z_67";"acc_x_68";"acc_y_68";"acc_z_68";"acc_x_69";"acc_y_69";"acc_z_69";"acc_x_70";"acc_y_70";"acc_z_70";"acc_x_71";"acc_y_71";"acc_z_71";"acc_x_72";"acc_y_72";"acc_z_72";"acc_x_73";"acc_y_73";"acc_z_73";"acc_x_74";"acc_y_74";"acc_z_74";"acc_x_75";"acc_y_75";"acc_z_75";"acc_x_76";"acc_y_76";"acc_z_76";"acc_x_77";"acc_y_77";"acc_z_77";"acc_x_78";"acc_y_78";"acc_z_78";"acc_x_79";"acc_y_79";"acc_z_79";"acc_x_80";"acc_y_80";"acc_z_80";"gyro_x_1";"gyro_y_1";"gyro_z_1";"gyro_x_2";"gyro_y_2";"gyro_z_2";"gyro_x_3";"gyro_y_3";"gyro_z_3";"gyro_x_4";"gyro_y_4";"gyro_z_4";"gyro_x_5";"gyro_y_5";"gyro_z_5";"gyro_x_6";"gyro_y_6";"gyro_z_6";"gyro_x_7";"gyro_y_7";"gyro_z_7";"gyro_x_8";"gyro_y_8";"gyro_z_8";"gyro_x_9";"gyro_y_9";"gyro_z_9";"gyro_x_10";"gyro_y_10";"gyro_z_10";"gyro_x_11";"gyro_y_11";"gyro_z_11";"gyro_x_12";"gyro_y_12";"gyro_z_12";"gyro_x_13";"gyro_y_13";"gyro_z_13";"gyro_x_14";"gyro_y_14";"gyro_z_14";"gyro_x_15";"gyro_y_15";"gyro_z_15";"gyro_x_16";"gyro_y_16";"gyro_z_16";"gyro_x_17";"gyro_y_17";"gyro_z_17";"gyro_x_18";"gyro_y_18";"gyro_z_18";"gyro_x_19";"gyro_y_19";"gyro_z_19";"gyro_x_20";"gyro_y_20";"gyro_z_20";"magneto_x_1";"magneto_y_1";"magneto_z_1";"magneto_x_2";"magneto_y_2";"magneto_z_2";"magneto_x_3";"magneto_y_3";"magneto_z_3";"magneto_x_4";"magneto_y_4";"magneto_z_4";"magneto_x_5";"magneto_y_5";"magneto_z_5";"magneto_x_6";"magneto_y_6";"magneto_z_6";"magneto_x_7";"magneto_y_7";"magneto_z_7";"magneto_x_8";"magneto_y_8";"magneto_z_8";"magneto_x_9";"magneto_y_9";"magneto_z_9";"magneto_x_10";"magneto_y_10";"magneto_z_10";"magneto_x_11";"magneto_y_11";"magneto_z_11";"magneto_x_12";"magneto_y_12";"magneto_z_12";"magneto_x_13";"magneto_y_13";"magneto_z_13";"magneto_x_14";"magneto_y_14";"magneto_z_14";"magneto_x_15";"magneto_y_15";"magneto_z_15";"magneto_x_16";"magneto_y_16";"magneto_z_16";"magneto_x_17";"magneto_y_17";"magneto_z_17";"magneto_x_18";"magneto_y_18";"magneto_z_18";"magneto_x_19";"magneto_y_19";"magneto_z_19";"magneto_x_20";"magneto_y_20";"magneto_z_20";"temperature"
"20";"1707953722337";"1707945301000";"false";"16h15m01 14/02/2024";"9260";"1";"153";"255";"0";"23";"255";"65535";"65535";"65535";"65535";"82";"false";"255";"-140";"81";"0.9";"12";"26.2196136";"26.2196152";"26.2196158";"26.2196146";"26.2196142";"26.2196146";"26.2196168";"26.2196196";"1.0E-7";"1.0E-7";"-81.7543085";"-81.7543091";"-81.7543103";"-81.7543117";"-81.7543125";"-81.7543129";"-81.7543113";"-81.7543091";"1.0E-7";"1.0E-7";"0.5388888888888889";"0.5388888888888889";"0.8166666666666667";"1.2888888888888888";"1.0388888888888888";"0.6499999999999999";"1.4277777777777776";"2.7055555555555553";"0.011111111111110874";"0.011111111111110874";"-3.560448";"-3.560448";"-2.061312";"-3.935232";"-3.935232";"-2.248704";"-4.6848";"-4.497408";"-2.248704";"-5.434368";"-5.059584";"-2.248704";"-5.996544";"-4.872192";"-2.248704";"-6.183936";"-5.246976";"-1.686528";"-5.996544";"-5.62176";"-0.749568";"-5.996544";"-5.62176";"0.187392";"-6.55872";"-5.434368";"0.0";"-6.933504";"-5.62176";"-0.562176";"-7.308288";"-5.62176";"-1.499136";"-7.308288";"-6.183936";"-2.623488";"-6.933504";"-6.183936";"-2.436096";"-6.55872";"-5.809152";"-2.061312";"-5.809152";"-5.059584";"-2.248704";"-1.87392";"-6.371328";"11.24352";"3.185664";"-8.994816";"5.246976";"-3.185664";"-3.373056";"-2.81088";"-7.49568";"-4.122624";"-0.562176";"-3.935232";"-5.059584";"0.187392";"-1.499136";"-4.497408";"0.749568";"-0.749568";"-2.248704";"0.93696";"-0.93696";"-1.499136";"0.93696";"-0.93696";"-1.311744";"-0.187392";"-0.93696";"-1.124352";"-0.562176";"-1.499136";"-1.124352";"-0.749568";"-1.124352";"-0.93696";"-0.93696";"-0.93696";"-0.93696";"-0.749568";"0.562176";"0.187392";"-2.248704";"0.749568";"0.187392";"-0.562176";"1.124352";"0.374784";"-1.124352";"0.749568";"-0.562176";"-0.187392";"0.374784";"-0.562176";"0.0";"0.374784";"-0.562176";"-0.187392";"1.124352";"-0.187392";"-0.93696";"4.872192";"-2.998272";"0.0";"5.246976";"-2.998272";"-0.187392";"-0.374784";"-2.623488";"-2.623488";"-1.311744";"-2.998272";"-2.248704";"-1.686528";"-2.623488";"-1.686528";"-0.562176";"-2.998272";"-1.87392";"-0.93696";"-2.81088";"-2.436096";"-1.499136";"-2.248704";"-3.373056";"-3.185664";"-1.124352";"-2.248704";"-4.122624";"0.0";"0.0";"-3.560448";"0.187392";"-0.562176";"-3.373056";"0.562176";"0.0";"-2.248704";"0.374784";"0.0";"-1.87392";"-0.749568";"-0.187392";"-0.93696";"-1.311744";"0.562176";"0.0";"-0.749568";"0.187392";"-0.93696";"-0.187392";"-2.061312";"-0.562176";"0.0";"-0.562176";"-0.93696";"-0.93696";"0.0";"-1.686528";"0.0";"0.187392";"-1.311744";"-0.374784";"0.374784";"-0.749568";"0.0";"0.93696";"-0.562176";"-0.187392";"0.749568";"-0.374784";"-0.187392";"0.374784";"-0.374784";"-0.187392";"0.187392";"-0.562176";"-0.187392";"0.187392";"-1.499136";"0.0";"0.187392";"-2.061312";"0.0";"-0.93696";"-2.436096";"0.0";"-1.124352";"-3.74784";"-0.749568";"-0.562176";"-4.6848";"-2.061312";"-0.187392";"-4.497408";"-2.436096";"0.187392";"-3.935232";"-3.185664";"-0.374784";"-4.122624";"-5.809152";"2.061312";"-3.560448";"-3.373056";"1.311744";"-3.560448";"-1.87392";"-0.749568";"-2.81088";"-2.998272";"-0.562176";"-3.74784";"-3.560448";"-0.187392";"-4.872192";"-4.122624";"1.124352";"-5.62176";"-5.809152";"0.187392";"-6.183936";"-6.371328";"0.562176";"-5.809152";"-6.371328";"0.93696";"-5.246976";"-5.809152";"0.374784";"-4.6848";"-5.246976";"-0.562176";"-4.497408";"-4.872192";"-1.124352";"1200.64";"-143.36";"-53.760000000000005";"1182.72";"537.6";"-609.2800000000001";"107.52000000000001";"71.68";"-1093.1200000000001";"-286.72";"-250.88000000000002";"-1146.88";"-483.84000000000003";"-2293.76";"-2293.76";"-913.9200000000001";"1720.3200000000002";"734.72";"537.6";"716.8000000000001";"340.48";"-89.60000000000001";"358.40000000000003";"322.56000000000006";"465.9200000000001";"197.12";"304.64000000000004";"232.96000000000004";"-107.52000000000001";"-663.0400000000001";"304.64000000000004";"430.08000000000004";"412.16";"806.4000000000001";"215.04000000000002";"645.1200000000001";"878.08";"-770.5600000000001";"-215.04000000000002";"358.40000000000003";"232.96000000000004";"-573.44";"-143.36";"-143.36";"-304.64000000000004";"-430.08000000000004";"-627.2";"35.84";"-2293.76";"179.20000000000002";"1075.2";"1379.8400000000001";"716.8000000000001";"967.6800000000001";"-1254.4";"-125.44000000000001";"537.6";"-913.9200000000001";"-107.52000000000001";"555.5200000000001";"-1.18784";"0.89088";"-4.4544";"-1.33632";"0.44544";"-2.9696";"-1.78176";"-0.14848";"-2.67264";"-1.33632";"-0.44544";"-2.9696";"-0.7424";"0.14848";"-3.41504";"-1.18784";"0.89088";"-5.1968";"-0.59392";"0.59392";"-4.89984";"-0.59392";"0.29696";"-3.86048";"-0.7424";"-0.14848";"-3.26656";"-1.03936";"-0.29696";"-3.11808";"-0.89088";"-0.14848";"-3.26656";"-1.63328";"-0.59392";"-3.11808";"-1.93024";"-0.89088";"-3.86048";"-1.33632";"-0.89088";"-5.1968";"-0.89088";"-0.59392";"-5.34528";"-1.03936";"-0.59392";"-5.49376";"-1.4848";"-0.89088";"-3.86048";"-2.2272";"0.44544";"-2.9696";"-2.07872";"0.44544";"-2.9696";"-1.4848";"1.03936";"-4.60288";"27.25"
"20";"1707953722337";"1707945302000";"false";"16h15m02 14/02/2024";"9261";"1";"0";"255";"0";"22";"255";"65535";"65535";"65535";"65535";"82";"false";"255";"-140";"81";"0.9";"12";"26.2196245";"26.2196243";"26.2196239";"26.2196261";"26.2196291";"26.219631099999997";"26.219632299999997";"26.219632899999997";"26.2196327";"26.219633299999998";"-81.75430899999999";"-81.7543108";"-81.7543116";"-81.7543132";"-81.7543138";"-81.7543136";"-81.7543158";"-81.7543174";"-81.7543172";"-81.7543158";"1.0027777777777778";"0.9194444444444444";"0.9194444444444444";"1.697222222222222";"2.6416666666666666";"2.058333333333333";"2.058333333333333";"1.7527777777777778";"0.7250000000000001";"0.6972222222222223";"-4.310016";"-4.6848";"-1.87392";"-4.310016";"-4.6848";"-2.248704";"-4.122624";"-4.310016";"-2.248704";"-3.935232";"-4.6848";"-1.499136";"-4.310016";"-2.81088";"-3.373056";"18.177024";"-22.674432";"-3.185664";"1.499136";"-3.935232";"-2.061312";"-2.061312";"-3.185664";"-4.122624";"-1.311744";"-1.311744";"-1.686528";"-2.061312";"-1.87392";"-1.686528";"-2.061312";"-1.686528";"-0.187392";"-0.562176";"-1.124352";"0.187392";"-0.374784";"-1.311744";"-0.187392";"-0.562176";"-0.187392";"-0.93696";"-0.187392";"-0.187392";"-0.562176";"-0.374784";"-0.93696";"-1.124352";"-0.749568";"-1.311744";"-1.87392";"-1.499136";"-2.248704";"-1.87392";"-3.185664";"-2.623488";"-0.749568";"-3.74784";"-3.185664";"1.311744";"-4.122624";"-4.122624";"0.562176";"-4.122624";"-2.998272";"0.374784";"-3.74784";"-2.998272";"0.0";"-3.373056";"-2.81088";"-0.562176";"-3.185664";"-2.998272";"-1.499136";"-2.998272";"-3.373056";"-1.686528";"-3.185664";"-3.185664";"-1.311744";"-3.373056";"-2.998272";"-0.93696";"-3.373056";"-2.998272";"-0.749568";"-3.373056";"-2.998272";"-0.749568";"-3.373056";"-3.185664";"-0.749568";"-3.74784";"-3.560448";"-0.749568";"-4.122624";"-4.122624";"-0.93696";"-4.497408";"-4.310016";"-0.93696";"-4.310016";"-4.122624";"-0.562176";"-3.74784";"-3.74784";"-0.374784";"-3.185664";"-3.373056";"-0.562176";"-2.998272";"-3.185664";"-0.93696";"-3.185664";"-2.998272";"-0.93696";"-3.560448";"-2.998272";"-0.562176";"-2.623488";"-5.62176";"-0.187392";"0.93696";"-6.183936";"0.187392";"5.996544";"-16.677888";"4.310016";"-1.311744";"-6.371328";"-23.986176";"-2.248704";"0.374784";"-4.497408";"-7.683072";"5.809152";"-2.81088";"-0.562176";"-0.187392";"0.562176";"-0.562176";"-1.686528";"0.562176";"-1.499136";"-0.749568";"-0.374784";"-6.55872";"12.930048";"-9.3696";"-1.124352";"3.373056";"-7.120896";"-0.93696";"-0.374784";"-1.499136";"-1.124352";"0.749568";"0.374784";"-1.124352";"-0.562176";"0.562176";"-1.686528";"-0.374784";"-0.562176";"-0.93696";"0.374784";"0.0";"-0.93696";"-0.749568";"0.562176";"-0.562176";"0.0";"0.187392";"-0.562176";"0.0";"-0.187392";"-0.374784";"-0.374784";"0.0";"-0.562176";"-0.562176";"-0.187392";"-0.562176";"-0.749568";"0.0";"-0.749568";"-0.562176";"0.374784";"-0.562176";"-0.562176";"0.749568";"-0.749568";"-0.562176";"0.0";"-0.749568";"-0.562176";"-0.374784";"-0.93696";"-0.749568";"0.0";"-1.124352";"-0.749568";"-0.374784";"-1.311744";"-0.93696";"-0.374784";"-1.499136";"-1.124352";"-0.562176";"-2.061312";"-1.87392";"-0.749568";"-3.185664";"-2.436096";"-0.187392";"-4.122624";"-3.560448";"0.0";"-5.059584";"-4.310016";"0.0";"-5.62176";"-4.872192";"-0.93696";"-5.809152";"-5.62176";"-1.124352";"-5.809152";"-5.62176";"-1.87392";"-5.434368";"-5.059584";"-0.562176";"-5.62176";"-4.872192";"-0.562176";"-5.996544";"-4.872192";"-0.374784";"-896.0000000000001";"-215.04000000000002";"-465.9200000000001";"-501.76000000000005";"-197.12";"-949.7600000000001";"-2293.76";"465.9200000000001";"1559.0400000000002";"161.28000000000003";"-412.16";"-161.28000000000003";"448.00000000000006";"394.24";"-573.44";"322.56000000000006";"609.2800000000001";"-878.08";"340.48";"340.48";"-519.6800000000001";"-430.08000000000004";"250.88000000000002";"-788.48";"-179.20000000000002";"-53.760000000000005";"-824.32";"-609.2800000000001";"-734.72";"-878.08";"35.84";"-860.1600000000001";"-824.32";"-2293.76";"-591.36";"-286.72";"-250.88000000000002";"-89.60000000000001";"376.32000000000005";"448.00000000000006";"-53.760000000000005";"-376.32000000000005";"89.60000000000001";"35.84";"179.20000000000002";"340.48";"-143.36";"250.88000000000002";"752.6400000000001";"-448.00000000000006";"-161.28000000000003";"555.5200000000001";"0.0";"-358.40000000000003";"985.6000000000001";"483.84000000000003";"-680.96";"985.6000000000001";"1379.8400000000001";"-591.36";"-1.33632";"0.7424";"-5.79072";"-1.63328";"-0.14848";"-5.9392";"-0.7424";"0.59392";"-5.64224";"-0.29696";"0.0";"-5.04832";"-0.44544";"0.29696";"-5.34528";"-1.03936";"0.7424";"-3.86048";"-1.63328";"0.44544";"-2.82112";"-2.37568";"0.29696";"-2.9696";"-2.37568";"-0.14848";"-2.9696";"-1.93024";"-0.44544";"-2.82112";"-0.89088";"0.0";"-3.11808";"-1.18784";"0.0";"-6.23616";"-1.18784";"-0.29696";"-5.9392";"-1.33632";"-0.7424";"-5.1968";"-1.03936";"-0.59392";"-5.64224";"-1.33632";"-0.44544";"-5.79072";"-1.63328";"-0.14848";"-5.9392";"-1.93024";"0.44544";"-5.64224";"-1.93024";"0.7424";"-5.34528";"-2.07872";"0.7424";"-4.60288";"27.3125"
